movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,Gross Profit
Sully,2016,233620100,60000000,125070033,113454523,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,96,"$178,524,556.00"
A Dog’s Purpose,2016,244750100,25000000,64321890,139349735,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,100,"$178,671,625.00"
The Tourist,2010,142280100,100000000,67631157,211100212,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,102,"$178,731,369.00"
Ferdinand,2017,192300100,111000000,84410380,205448783,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,107,"$178,859,163.00"
Skyscraper,2017,284810100,125000000,68420120,235695414,PG,Contemporary Fiction,Original Screenplay,Live Action,Action,0,103,"$179,115,534.00"
District 9,2009,3460100,30000000,115646235,96807196,R,Science Fiction,Original Screenplay,Animation/Live Action,Thriller/Suspense,0,111,"$182,453,431.00"
Argo,2012,166690100,44500000,136025503,91115254,R,Historical Fiction,Based on Factual Book/Article,Live Action,Thriller/Suspense,0,120,"$182,640,757.00"
Tomb Raider,2017,256340100,90000000,58250803,215226698,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,118,"$183,477,501.00"
What Happens in Vegas...,2008,5810100,35000000,80277646,138258062,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,98,"$183,535,708.00"
The Great Wall,2016,221780100,150000000,45157105,289329747,PG-13,Historical Fiction,Original Screenplay,Live Action,Action,0,104,"$184,486,852.00"
The Social Network,2010,135990100,40000000,96962694,127959441,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,120,"$184,922,135.00"
The Divergent Series: Insurgent,2014,201640100,110000000,130179072,164896810,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,118,"$185,075,882.00"
Miss Peregrine’s Home for Peculiar Children,2016,193730100,110000000,87242834,208744042,PG-13,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,126,"$185,986,876.00"
The Expendables,2010,109820100,82000000,103068524,165199650,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,103,"$186,268,174.00"
The Heat,2013,176940100,43000000,159581587,70146187,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,117,"$186,727,774.00"
American Reunion,2012,161360100,50000000,56758835,180040376,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,112,"$186,799,211.00"
Marley & Me,2008,2040100,60000000,143153751,104658260,PG,Dramatization,Based on Fiction Book/Short Story,Live Action,Comedy,0,116,"$187,812,011.00"
Disney Planes,2013,185670100,50000000,90282580,147776989,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91,"$188,059,569.00"
The Help,2010,144320100,25000000,169705587,43414417,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,137,"$188,120,004.00"
Me Before You,2015,212080100,20000000,56245075,152020123,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110,"$188,265,198.00"
Divergent,2014,180590100,85000000,150947895,125067070,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,140,"$191,014,965.00"
Knocked Up,2007,1850100,27500000,148761765,70504187,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,132,"$191,765,952.00"
Megamind,2010,148150100,130000000,148415853,173471355,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,95,"$191,887,208.00"
Michael Jackson's This Is It,2009,112100100,60000000,72091016,180000000,PG,Factual,Based on Real Life Events,Live Action,Documentary,0,111,"$192,091,016.00"
Passengers,2016,150680100,110000000,100014699,202224973,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,116,"$192,239,672.00"
The Chronicles of Narnia: Prince Caspian,2008,2070100,225000000,141621490,275719798,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,144,"$192,341,288.00"
Edge of Tomorrow,2011,140210100,178000000,100206256,270335000,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,136,"$192,541,256.00"
Daddy’s Home,2015,232350100,50000000,150357137,92400000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,96,"$192,757,137.00"
Wild Hogs,2007,1470100,60000000,168213584,85341799,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,99,"$193,555,383.00"
Baby Driver,2017,141370100,34000000,107825862,120278323,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,115,"$194,104,185.00"
X-Men: First Class,2011,142700100,160000000,146408305,209000000,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,132,"$195,408,305.00"
Cloudy with a Chance of Meatballs 2,2013,173870100,78000000,119793567,154599082,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,1,95,"$196,392,649.00"
Bad Teacher,2011,140260100,19000000,100292856,115156141,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,92,"$196,448,997.00"
Grown Ups,2010,115100100,75000000,162001186,110222244,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102,"$197,223,430.00"
Journey to the Center of the Earth,2008,4090100,45000000,101704370,141476567,PG,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,92,"$198,180,937.00"
The Departed,2006,2450100,90000000,132384315,157276304,R,Contemporary Fiction,Remake,Live Action,Drama,0,151,"$199,660,619.00"
Sex and the City 2,2010,104560100,95000000,95347692,199333086,R,Contemporary Fiction,Based on TV,Live Action,Comedy,1,146,"$199,680,778.00"
Tron: Legacy,2010,110130100,200000000,172062763,228000000,PG,Science Fiction,Original Screenplay,Live Action,Adventure,1,125,"$200,062,763.00"
Taken,2009,1960100,25000000,145000989,81940596,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91,"$201,941,585.00"
Paddington,2014,197340100,55000000,76223578,182565519,PG,Kids Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,95,"$203,789,097.00"
Maze Runner: The Death Cure,2017,229120100,61000000,58032443,207846093,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,114,"$204,878,536.00"
Monsters vs. Aliens,2009,970100,175000000,198351526,183335854,PG,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0,95,"$206,687,380.00"
Hidden Figures,2016,241830100,25000000,169607287,62164429,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,126,"$206,771,716.00"
Super 8,2010,148790100,50000000,127004179,130968566,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,112,"$207,972,745.00"
Crazy Rich Asians,2018,294050100,30000000,174532921,63566790,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,120,"$208,099,711.00"
Lincoln,2011,104420100,65000000,182207973,91138308,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,149,"$208,346,281.00"
Cars 3,2017,243820100,175000000,152901115,230648036,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,109,"$208,549,151.00"
Mr. Bean’s Holiday,2007,17000100,25000000,33302167,201679175,G,Contemporary Fiction,Based on TV,Live Action,Adventure,1,90,"$209,981,342.00"
Little Fockers,2010,105550100,100000000,148438600,162211974,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,98,"$210,650,574.00"
The Expendables 2,2012,160040100,100000000,85028192,226951064,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,103,"$211,979,256.00"
A Good Day to Die Hard,2012,142430100,92000000,67349198,236900000,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,98,"$212,249,198.00"
The Imitation Game,2014,207140100,15000000,91125143,136615320,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,113,"$212,740,463.00"
Horton Hears a Who,2008,1750100,85000000,154529439,144948447,G,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,88,"$214,477,886.00"
The Mummy,2016,201840100,195000000,80101125,329852780,PG-13,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,107,"$214,953,905.00"
Silver Linings Playbook,2012,170290100,21000000,132092958,104319495,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,122,"$215,412,453.00"
Mary Poppins Returns,2018,241500100,130000000,171282866,175400000,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Musical,1,130,"$216,682,866.00"
True Grit,2010,134750100,35000000,171243005,81033923,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western,0,110,"$217,276,928.00"
American Hustle,2013,189030100,40000000,150117807,107760487,R,Dramatization,Based on Real Life Events,Live Action,Black Comedy,0,138,"$217,878,294.00"
Trolls,2016,181340100,125000000,153707064,190365169,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,0,93,"$219,072,233.00"
Independence Day: Resurgence,2015,193720100,165000000,103144286,281025138,PG-13,Science Fiction,Original Screenplay,Live Action,Action,1,119,"$219,169,424.00"
Shutter Island,2009,107950100,80000000,128012934,171448848,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,138,"$219,461,782.00"
Mad Max: Fury Road,2014,142670100,150000000,153636354,216461666,R,Science Fiction,Original Screenplay,Live Action,Action,1,120,"$220,098,020.00"
300: Rise of an Empire,2013,174430100,110000000,106580051,224200000,R,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action,1,102,"$220,780,051.00"
Pacific Rim,2013,163740100,190000000,101802906,309200000,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,131,"$221,002,906.00"
Noah,2014,175350100,130000000,101200044,251631021,PG-13,Historical Fiction,Based on Religious Text,Live Action,Drama,0,137,"$222,831,065.00"
Glass,2018,263250100,20000000,109736195,134300000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,1,128,"$224,036,195.00"
X-Men Origins: Wolverine,2009,1250100,150000000,179883157,194942603,PG-13,Super Hero,Spin-Off,Live Action,Action,0,107,"$224,825,760.00"
Ocean's Thirteen,2007,3240100,85000000,117144465,194600000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1,122,"$226,744,465.00"
Night at the Museum: Secret of the Tomb,2014,187390100,127000000,113746621,240010000,PG,Fantasy,Original Screenplay,Animation/Live Action,Adventure,1,97,"$226,756,621.00"
Ocean’s 8,2017,265480100,70000000,140218711,156897265,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,110,"$227,115,976.00"
Captain America: The First Avenger,2011,124300100,140000000,176654505,193915271,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,124,"$230,569,776.00"
The Lego Batman Movie,2016,217170100,80000000,175750384,134909634,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,1,106,"$230,660,018.00"
The Mummy: Tomb of the Dragon Emperor,2008,4040100,175000000,102491776,303268449,PG-13,Fantasy,Remake,Live Action,Adventure,1,111,"$230,760,225.00"
We're the Millers,2013,124140100,37000000,150394119,117422157,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100,"$230,816,276.00"
Snow White and the Huntsman,2011,152250100,170000000,155136755,245884991,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,127,"$231,021,746.00"
Bienvenue chez les Ch'tis,2008,58330100,16000000,1477650,245996847,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,106,"$231,474,497.00"
Baahubali 2: The Conclusion,2016,288750100,30000000,18985794,244517120,Not Rated,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,167,"$233,502,914.00"
Penguins of Madagascar,2014,181330100,132000000,83350911,283591620,PG,Kids Fiction,Spin-Off,Digital Animation,Adventure,0,92,"$234,942,531.00"
G.I. Joe: Retaliation,2012,145700100,140000000,122523060,253217645,PG-13,Contemporary Fiction,Based on Toy,Animation/Live Action,Action,1,110,"$235,740,705.00"
The SpongeBob Movie: Sponge Out of Water,2014,173390100,74000000,162994032,148019149,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0,93,"$237,013,181.00"
Now You See Me 2,2016,215110100,90000000,65075540,263249467,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,1,129,"$238,325,007.00"
Resident Evil: Afterlife,2010,111610100,57500000,60128566,235745624,R,Science Fiction,Based on Game,Live Action,Horror,1,97,"$238,374,190.00"
The Smurfs 2,2013,165790100,110000000,71017784,277529739,PG,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,1,104,"$238,547,523.00"
Journey 2: The Mysterious Island,2011,161720100,79000000,103860290,214285872,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,52,"$239,146,162.00"
Halloween,2018,264970100,10000000,159342015,93797291,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,105,"$243,139,306.00"
Borat,2006,2620100,18000000,128505958,132937284,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0,82,"$243,443,242.00"
The Adventures of Tintin,2011,133010100,130000000,77591831,296402120,PG,Contemporary Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0,104,"$243,993,951.00"
Star Trek,2009,470100,140000000,257730019,129109595,PG-13,Science Fiction,Based on TV,Live Action,Adventure,1,125,"$246,839,614.00"
Inglourious Basterds,2009,3500100,70000000,120774594,196140670,R,Historical Fiction,Original Screenplay,Live Action,Action,0,152,"$246,915,264.00"
Mission: Impossible III,2006,2430100,150000000,133501348,264000000,PG-13,Contemporary Fiction,Based on TV,Live Action,Action,1,126,"$247,501,348.00"
X-Men: The Last Stand,2006,620100,210000000,234362462,224898484,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,104,"$249,260,946.00"
Gran Torino,2008,1890100,25000000,148095302,126447783,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116,"$249,543,085.00"
Maze Runner: The Scorch Trials,2015,215990100,61000000,81697192,228868970,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,131,"$249,566,162.00"
How to Train Your Dragon: The Hidden World,2018,181370100,129000000,103592715,277568527,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,104,"$252,161,242.00"
Night at the Museum: Battle of the Smithsonian,2009,1290100,150000000,177243721,224987342,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,105,"$252,231,063.00"
The Pursuit of Happyness,2006,1590100,55000000,162586036,144725057,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,117,"$252,311,093.00"
Neighbors,2013,195940100,18000000,150086800,120857628,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91,"$252,944,428.00"
Enchanted,2007,2670100,85000000,127706877,212677264,PG,Fantasy,Original Screenplay,Animation/Live Action,Romantic Comedy,0,108,"$255,384,141.00"
Home,2014,180270100,130000000,177397510,208600386,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,94,"$255,997,896.00"
Bridesmaids,2011,139610100,32500000,169211718,120420305,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,120,"$257,132,023.00"
Pitch Perfect 2,2014,203050100,29000000,184296230,103329238,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy,1,115,"$258,625,468.00"
The Hangover 3,2013,172640100,103000000,112200072,249800000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,100,"$259,000,072.00"
xXx: Return of Xander Cage,2016,151040100,85000000,44898413,300134946,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,110,"$260,033,359.00"
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,121310100,155000000,104386950,313800000,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,115,"$263,186,950.00"
High School Musical 3: Senior Year,2008,4880100,11000000,90559416,183833464,G,Contemporary Fiction,Based on TV,Live Action,Musical,1,112,"$263,392,880.00"
Warcraft,2015,150020100,160000000,47225655,378296626,PG-13,Fantasy,Based on Game,Live Action,Action,0,123,"$265,522,281.00"
Wanted,2008,2400100,75000000,134508551,207907909,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,110,"$267,416,460.00"
Now You See Me,2013,169360100,75000000,117723989,225045211,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,116,"$267,769,200.00"
Alvin and the Chipmunks: Chipwrecked,2011,150770100,80000000,133107389,215981134,G,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1,87,"$269,088,523.00"
The Blind Side,2009,112310100,35000000,255959475,49746319,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,128,"$270,705,794.00"
The Conjuring 2: The Enfield Poltergeist,2015,204340100,40000000,102470008,208792094,R,Fantasy,Original Screenplay,Live Action,Horror,1,133,"$271,262,102.00"
Live Free or Die Hard,2007,2390100,110000000,134529403,247758744,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,129,"$272,288,147.00"
